name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vijayawada,2024-12-07,90.2,75.2,80.8,99.7,75.2,84,74.5,82.7,0,0,0,,0,0,12.8,6.9,136.1,1010.7,37.9,5.8,179.7,15.5,7,10,2024-12-07T06:23:44,2024-12-07T17:34:25,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-08,86.1,73.4,79.6,91.9,73.4,82.1,72.8,80.9,0,0,0,,0,0,14.5,6.9,141.4,1011,64.8,5.8,123.5,10.8,5,10,2024-12-08T06:24:19,2024-12-08T17:34:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-09,89.3,73.4,80.5,94.5,73.4,83,71.9,76.6,0,0,0,,0,0,12.3,5.8,129.3,1010.9,68.1,7,170.2,14.7,7,10,2024-12-09T06:24:54,2024-12-09T17:35:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43182099999,43220099999,remote,43181099999"
vijayawada,2024-12-10,89.4,71.6,80.5,94.2,71.6,83.3,71.5,75.6,0,0,0,,0,0,15.2,9.2,68.5,1010.9,45.3,5.2,188.1,16.3,7,10,2024-12-10T06:25:29,2024-12-10T17:35:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-11,86,73.4,79.9,91.8,73.4,82.2,71.3,76.2,0.002,100,4.17,rain,0,0,17.2,8.1,40.4,1012,75.7,6.1,154.6,13.4,7,10,2024-12-11T06:26:04,2024-12-11T17:35:42,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-12,86,73.4,79.4,90.6,73.4,80.5,69.9,73.8,0,0,0,,0,0,16.6,11.4,66.7,1011.4,57.4,4.6,121.9,10.7,6,10,2024-12-12T06:26:38,2024-12-12T17:36:04,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-13,84.2,71.6,77.4,87.4,71.6,78,68.1,74.2,0,0,0,,0,0,16.6,6.9,63.3,1012.4,49.2,4.2,171.6,14.9,6,10,2024-12-13T06:27:12,2024-12-13T17:36:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-14,84.3,68,75.9,86.5,68,76.5,66.1,73.4,0,0,0,,0,0,14.8,8.1,62.7,1013.8,33.5,4.5,206.2,17.8,7,10,2024-12-14T06:27:46,2024-12-14T17:36:51,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-15,84.3,66,75,85.7,66,75.3,63.8,70.5,0,0,0,,0,0,13.9,8.1,45.9,1014.4,14.1,4.7,208.6,18.1,8,10,2024-12-15T06:28:19,2024-12-15T17:37:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-16,87.7,65.8,74.4,86.9,65.8,74.5,63.1,70.5,0,0,0,,0,0,14.3,9.2,71.8,1013.5,33.4,5.9,213.9,18.4,8,10,2024-12-16T06:28:52,2024-12-16T17:37:41,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-17,82.4,65.7,74,82.9,65.7,74.2,63.6,71.9,0.001,100,4.17,rain,0,0,16.1,9.2,43.1,1011.8,78.6,4.9,125.8,10.8,5,10,2024-12-17T06:29:24,2024-12-17T17:38:07,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-18,84.2,72.6,77.9,86.5,72.6,78.6,67.5,72,0.024,100,12.5,rain,0,0,17.7,8.1,25,1010.3,87.1,5.4,86.4,7.5,4,10,2024-12-18T06:29:56,2024-12-18T17:38:34,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2024-12-19,86,74.9,79.6,91.9,74.9,81.5,72.1,78.7,0,0,0,rain,0,0,22.1,16.1,56.9,1009.8,76.5,5.8,60,5.3,3,10,2024-12-19T06:30:27,2024-12-19T17:39:02,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-20,82.5,75.2,78.4,88.3,75.2,79.6,72.5,82.5,0.003,100,4.17,rain,0,0,19.5,11.4,47,1009,69.7,5.3,65.3,5.7,3,10,2024-12-20T06:30:58,2024-12-20T17:39:31,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-21,86,73.3,79.1,93.4,73.3,81.1,71.5,78.6,0,0,0,rain,0,0,18.8,8.1,83.3,1009.4,56.7,5.7,166,14.2,6,10,2024-12-21T06:31:29,2024-12-21T17:40:01,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-22,84.2,71.6,77.4,88.4,71.6,78.4,69.7,78.2,0,0,0,,0,0,13.6,6.9,87.4,1011.2,41.1,5.7,176.3,15.2,7,10,2024-12-22T06:31:58,2024-12-22T17:40:31,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-23,86,70,78.1,89.1,70,79.1,67.9,72.7,0.008,100,4.17,rain,0,0,17.7,11.4,79.1,1011.2,34.2,5.7,152.5,13.1,7,10,2024-12-23T06:32:27,2024-12-23T17:41:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-24,75.4,69.8,73,75.4,69.8,73,69.4,88.7,0.047,100,12.5,rain,0,0,18.1,9.2,30.4,1011.3,97.3,6.3,47.4,4.3,2,10,2024-12-24T06:32:56,2024-12-24T17:41:33,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-25,79.2,71,74.7,79.2,71,74.7,70.4,86.9,0.087,100,12.5,rain,0,0,27.3,11.4,49,1012.8,81.9,5.8,119.5,10.5,5,10,2024-12-25T06:33:23,2024-12-25T17:42:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-26,86,72.9,77.8,91.9,72.9,79.7,70.7,79.3,0.008,100,8.33,rain,0,0,25.5,17.2,68.9,1015.2,73.9,7.1,80.6,6.9,4,10,2024-12-26T06:33:50,2024-12-26T17:42:38,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-27,86.1,72,78.6,86.7,72,78.9,66.6,69.4,0,0,0,,0,0,23.3,11.4,75.7,1016.2,12.2,5.1,206.3,17.7,8,10,2024-12-27T06:34:16,2024-12-27T17:43:11,0.88,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-28,87.5,69.8,77.4,92.3,69.8,78.9,67.9,73.4,0,0,0,,0,0,19.2,11.4,83,1015.6,25.1,6,178.9,15.5,6,10,2024-12-28T06:34:41,2024-12-28T17:43:45,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-29,86.2,68.8,77.1,89.2,68.8,77.8,67.2,73.7,0,0,0,,0,0,14.5,8.1,77.7,1015.3,13.2,5.6,215.6,18.7,8,10,2024-12-29T06:35:06,2024-12-29T17:44:19,0.95,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-30,87.8,68,77.7,91.4,68,78.6,67.2,72.5,0,0,0,,0,0,14.3,11.4,85.3,1015,13.2,5,213.9,18.4,8,10,2024-12-30T06:35:29,2024-12-30T17:44:53,0.98,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2024-12-31,86,70.8,78.1,90.7,70.8,80.1,70.6,79,0,0,0,,0,0,14.5,6.9,76.4,1015.2,20.8,3.9,189.8,16.5,7,10,2024-12-31T06:35:52,2024-12-31T17:45:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-01,89.7,71.6,77.4,91.5,71.6,78.5,70.1,80.1,0,0,0,,0,0,15,5.8,85.1,1013.8,30.6,4.4,198.7,17.3,8,10,2025-01-01T06:36:14,2025-01-01T17:46:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-02,84.2,68,76,87.4,68,76.9,69.1,80.8,0,0,0,,0,0,14.8,8.1,93.5,1013.9,41.1,5.2,182,15.7,7,10,2025-01-02T06:36:35,2025-01-02T17:46:39,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-03,84.2,69.7,75.7,86.5,69.7,76.2,67.4,77.2,0,0,0,,0,0,13.2,6.9,97.4,1014.2,46.1,5.2,202.7,17.6,7,10,2025-01-03T06:36:55,2025-01-03T17:47:14,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-04,86.8,66,74.6,87.5,66,75.2,65.4,75.2,0,0,0,,0,0,11.9,6.9,130,1013.1,27.6,7.1,200.4,17.4,7,10,2025-01-04T06:37:13,2025-01-04T17:47:50,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-05,82.5,66,74,84.7,66,74.5,65.4,76,0,0,0,,0,0,13.6,6.9,109.1,1013.3,20.1,4.2,159.7,13.9,6,10,2025-01-05T06:37:31,2025-01-05T17:48:26,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-06,82.8,66.1,74.2,84.1,66.1,74.6,64.3,73.5,0,0,0,,0,0,15.2,5.8,117.4,1012.9,21.3,5.7,217.4,18.7,8,10,2025-01-06T06:37:48,2025-01-06T17:49:03,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-07,88.1,67.7,75.7,88.2,67.7,76,65,72.3,0,0,0,,0,0,12.5,5.8,140.9,1012.7,21.2,343,222.3,19.1,8,10,2025-01-07T06:38:04,2025-01-07T17:49:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-08,84.2,66.2,75.4,85,66.2,75.5,63.6,69.3,0,0,0,,0,0,17,9.2,119.2,1012.7,25.4,5.8,213.6,18.5,8,10,2025-01-08T06:38:19,2025-01-08T17:50:16,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-09,84.2,67.9,75.8,83.5,67.9,75.7,62.8,67.7,0,0,0,,0,0,19.2,10.3,72.8,1014.3,9.7,5.4,190.6,16.3,7,10,2025-01-09T06:38:32,2025-01-09T17:50:52,0.33,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-10,84.3,68.1,75.5,83.9,68.1,75.6,61.9,64.7,0,0,0,,0,0,24.6,13.9,71.3,1015.7,11.4,5.8,224.6,19.4,8,10,2025-01-10T06:38:45,2025-01-10T17:51:29,0.37,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-11,87.2,66.6,75,87.5,66.6,75.1,63.4,69.3,0,0,0,,0,0,23.5,15,71.5,1015.8,29.8,5.9,217.4,18.7,8,10,2025-01-11T06:38:56,2025-01-11T17:52:06,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-12,84.1,68,75.3,85,68,75.8,65.6,73.1,0,0,0,,0,0,19.5,11.4,80.9,1014.9,31,5.4,221.1,19.2,8,10,2025-01-12T06:39:06,2025-01-12T17:52:42,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-13,86,69.8,77,87.5,69.8,77.5,66.8,72.9,0,0,0,,0,0,17,9.2,88.2,1013.3,22.4,5.7,209.9,18.2,8,10,2025-01-13T06:39:15,2025-01-13T17:53:19,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-14,86.6,69.2,77,89.5,69.2,77.7,68,76,0,0,0,,0,0,20.4,13.9,83.2,1014.9,14.6,6.3,199.3,17.1,8,10,2025-01-14T06:39:23,2025-01-14T17:53:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-15,88.2,69.8,77.5,89.2,69.8,78.4,67.8,74,0,0,0,,0,0,21.5,12.8,83.8,1015.8,44.8,6,182.5,15.8,7,10,2025-01-15T06:39:30,2025-01-15T17:54:31,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-16,84.8,71.6,77,87.4,71.6,78,69,77.6,0,0,0,rain,0,0,19,11.4,80,1015.2,31.4,4.4,154.8,13.4,7,10,2025-01-16T06:39:36,2025-01-16T17:55:07,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-17,82.5,69.8,76.3,85.5,69.8,77.1,67.9,76.1,0,0,0,,0,0,17,9.2,86.9,1014,24.4,4.3,160.8,13.9,6,10,2025-01-17T06:39:40,2025-01-17T17:55:43,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-18,88.8,68,76,88.7,68,76.1,63.3,67.3,0,0,0,,0,0,20.4,11.4,74.1,1013.8,28.4,5.6,226.9,19.6,8,10,2025-01-18T06:39:43,2025-01-18T17:56:19,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-19,90.6,68,76.8,89.9,68,77.2,64.7,68.9,0,0,0,,0,0,16.1,9.2,66.6,1013.5,22.9,5.6,230,19.8,8,10,2025-01-19T06:39:45,2025-01-19T17:56:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-20,87.7,67.4,76.1,87.8,67.4,76.5,65.2,71.8,0,0,0,,0,0,15.9,6.9,74.3,1012.4,13.9,6,230.4,19.8,8,10,2025-01-20T06:39:46,2025-01-20T17:57:30,0.7,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-21,86,66.2,75.2,87.5,66.2,75.4,64.9,73.5,0,0,0,,0,0,15.4,6.9,127.3,1011.5,6.9,6.1,235.3,20.3,8,10,2025-01-21T06:39:46,2025-01-21T17:58:05,0.74,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-22,90.9,66.4,74.6,90.4,66.4,75.2,66.4,77.8,0,0,0,,0,0,16.1,6.9,121.3,1012,24.5,5,236,20.4,8,10,2025-01-22T06:39:44,2025-01-22T17:58:39,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-23,84.6,69.5,75.6,86.4,69.5,76.1,67,76.7,0,0,0,,0,0,14.1,6.5,103.1,1012.4,34.8,6,218.7,18.9,8,10,2025-01-23T06:39:41,2025-01-23T17:59:13,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-24,84.3,67.4,75.4,87.4,67.4,76.1,67.8,79.4,0,0,0,,0,0,15.4,6.9,112.5,1011.8,11.3,4.4,233.9,20.2,8,10,2025-01-24T06:39:37,2025-01-24T17:59:47,0.83,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-25,86,66.2,75.4,87.2,66.2,75.9,65.1,72.9,0,0,0,,0,0,11,6.9,140.8,1012.4,14,4.6,227.9,19.7,8,10,2025-01-25T06:39:32,2025-01-25T18:00:20,0.86,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-01-26,92.2,66.2,76.7,93.4,66.2,77.8,66.8,73.5,0,0,0,,0,0,18.6,7.8,135.4,1011.9,17.9,6,237.3,20.5,8,10,2025-01-26T06:39:26,2025-01-26T18:00:54,0.9,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-27,86.4,68,77,89.6,68,78.3,68,75.3,0,0,0,,0,0,17.2,6.9,154.7,1010.9,29.8,5.9,231,19.9,8,10,2025-01-27T06:39:18,2025-01-27T18:01:26,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-28,87.5,69.5,77.8,95.2,69.5,79.6,69.5,77.1,0,0,0,,0,0,16.1,7.4,154.7,1011.4,20.6,6.3,227.3,19.6,8,10,2025-01-28T06:39:09,2025-01-28T18:01:58,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-29,87,68.3,76.7,89.2,68.3,77.5,67.4,74.6,0,0,0,,0,0,17,7.4,122.4,1013.3,19.1,5.3,231.5,20,8,10,2025-01-29T06:39:00,2025-01-29T18:02:30,0,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-30,89.9,69.7,77.1,91.1,69.7,77.6,66.5,71.7,0,0,0,,0,0,14.3,6.9,139.7,1011.9,34.3,6.2,222,19.2,8,10,2025-01-30T06:38:48,2025-01-30T18:03:01,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-01-31,88,68.1,77.5,92.9,68.1,78.3,67.4,73.6,0,0,0,,0,0,13.2,5.8,168.4,1010.9,12.6,5.1,244.1,21.2,9,10,2025-01-31T06:38:36,2025-01-31T18:03:32,0.06,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-01,89.9,70.4,78.1,92.9,70.4,79.5,70.3,79.3,0,0,0,,0,0,13.2,5.8,144,1011.4,30,4.9,228.6,19.8,9,10,2025-02-01T06:38:23,2025-02-01T18:04:02,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-02,89.5,69.8,78.2,94.2,69.8,79.8,69.5,77,0,0,0,,0,0,13.6,6.5,139.2,1011.8,19.3,5.4,242.4,21.2,9,10,2025-02-02T06:38:08,2025-02-02T18:04:32,0.13,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-03,92.1,68,79.3,92.2,68,79.9,65.8,68,0,0,0,,0,0,11.4,6.9,181.4,1011.6,15,6,245.5,21.2,9,10,2025-02-03T06:37:53,2025-02-03T18:05:01,0.17,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-04,97.1,68,80.6,96.9,68,80.2,60.9,56.1,0,0,0,,0,0,11.4,5.8,180.6,1011.8,21.3,6.1,246.4,21.5,9,10,2025-02-04T06:37:36,2025-02-04T18:05:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-05,93.2,69.7,80.6,94.2,69.7,81.1,65.4,63.7,0,0,0,,0,0,17.7,8.1,162.2,1010.9,12.9,4.9,245.2,21.2,9,10,2025-02-05T06:37:18,2025-02-05T18:05:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-06,92.6,72.4,80.5,96.7,72.4,82.2,70.2,73.3,0,0,0,,0,0,14.8,5.8,161.6,1011.4,19.4,6.1,243,20.9,9,10,2025-02-06T06:36:59,2025-02-06T18:06:26,0.28,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-07,93.3,71.5,80.6,96,71.5,81.6,67.4,67.4,0,0,0,,0,0,15.9,6.9,198.7,1012.5,14.1,5.1,230.6,19.9,9,10,2025-02-07T06:36:39,2025-02-07T18:06:53,0.31,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43182099999,43220099999,remote,43181099999"
vijayawada,2025-02-08,95.8,71.6,81.6,96.8,71.6,82.6,68,66.6,0,0,0,,0,0,21,5.8,140.2,1012.2,6.7,6.7,239.9,21,9,10,2025-02-08T06:36:17,2025-02-08T18:07:19,0.35,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-09,89.6,73.4,80.2,96.4,73.4,82.2,71.6,76.6,0,0,0,,0,0,18.3,8.1,119.1,1012.1,26.1,4.7,202.3,17.6,8,10,2025-02-09T06:35:55,2025-02-09T18:07:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-10,89.5,73.4,80.5,92.7,73.4,82.2,69.8,72.1,0,0,0,,0,0,17.2,6.9,149.2,1013.3,24.1,5.4,212.4,18.4,8,10,2025-02-10T06:35:32,2025-02-10T18:08:11,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-11,89.7,71.4,79.7,92.9,71.4,81.2,68.8,71.2,0,0,0,,0,0,15,8.1,153.9,1013.2,15.9,6.5,251.6,21.7,9,10,2025-02-11T06:35:08,2025-02-11T18:08:36,0.45,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-12,96.2,66.2,79.5,96.1,66.2,80.8,67.7,71.2,0,0,0,,0,0,15,5.8,176,1012.7,5.2,5.7,256.5,22.3,9,10,2025-02-12T06:34:43,2025-02-12T18:09:00,0.5,Clear,Clear conditions throughout the day.,clear-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-13,93.2,69.5,79.7,96.3,69.5,81.1,67.6,69.7,0,0,0,,0,0,16.6,9.2,181.7,1011.9,2.3,5,252,21.6,9,10,2025-02-13T06:34:16,2025-02-13T18:09:24,0.52,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-14,96.3,71.2,81.3,96.5,71.2,81.9,66.9,66.7,0,0,0,,0,0,12.8,9.2,193.3,1011.4,3.1,4.9,257.1,22.3,9,10,2025-02-14T06:33:49,2025-02-14T18:09:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-15,94.7,71.4,81.4,94.6,71.4,81.6,66.2,65.7,0,0,0,,0,0,13,9.2,184.5,1010.7,11.8,5.5,261.7,22.6,9,10,2025-02-15T06:33:21,2025-02-15T18:10:10,0.59,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-16,95.4,70.6,81,97.7,70.6,83.1,70,72.2,0,0,0,,0,0,18.1,6.9,158.4,1011.9,20.5,6.9,239.4,20.5,9,10,2025-02-16T06:32:52,2025-02-16T18:10:32,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-17,91.4,71.6,80.4,95.5,71.6,82.6,70.9,74.9,0,0,0,,0,0,20.4,6.9,155.2,1013,21.9,4.6,253.4,21.9,9,10,2025-02-17T06:32:22,2025-02-17T18:10:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-18,89.8,71.6,80,94.4,71.6,82.1,70.7,75.1,0,0,0,,0,0,19.9,7.8,181.5,1012.8,24.9,5.7,248.2,21.5,9,10,2025-02-18T06:31:51,2025-02-18T18:11:15,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-19,92.9,71.6,80.9,97.9,71.6,83.3,71.1,74.5,0,0,0,,0,0,20.8,9.2,164.6,1011,16,5.3,252.2,21.7,9,10,2025-02-19T06:31:20,2025-02-19T18:11:35,0.72,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-20,91.4,73.4,80.9,95.5,73.4,83.1,70.7,73.3,0.004,100,4.17,rain,0,0,17,9.2,143.9,1012.1,29.3,5.4,230.3,19.9,9,10,2025-02-20T06:30:47,2025-02-20T18:11:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
